 sdoy, GPP_d,NEE_d,Reco_d,QC(1),QC(6),QC(2),QC(7), QC(3),QC(4),QC678,pheno,QC(5),NPP_d,Rh_d,Ra_d
     29,         0.0133,         0.6745,         0.6878,       123.7751,       350.4591,       205.7896,     86547.1250,       192.1050,       136.3413,    158017.5938,     10922.0000,       300.9690,         0.0000,         0.3610,         0.3268
     30,         0.0089,         0.5332,         0.5422,       123.3519,       350.4798,       205.7207,     86546.7500,       191.8386,       136.9025,    158017.2188,     10922.0000,       301.0021,         0.0000,         0.3584,         0.1838
     31,         0.0032,         0.4969,         0.5001,       122.9302,       350.5010,       205.6519,     86546.3750,       191.5728,       137.4616,    158016.8750,     10922.0000,       301.0350,         0.0000,         0.3574,         0.1427
     32,         0.0071,         0.4723,         0.4795,       122.5098,       350.5217,       205.5831,     86546.0000,       191.3074,       138.0189,    158016.5312,     10922.0000,       301.0684,         0.0000,         0.3570,         0.1224
     33,         0.0131,         0.4706,         0.4837,       122.0910,       350.5422,       205.5142,     86545.6250,       191.0425,       138.5747,    158016.1562,     10922.0000,       301.1019,         0.0000,         0.3554,         0.1283
     34,         0.0427,         0.6341,         0.6768,       121.6735,       350.5639,       205.4456,     86545.2500,       190.7783,       139.1260,    158015.8125,     10922.0000,       301.1349,         0.0000,         0.3590,         0.3178
     35,         0.0717,         0.7991,         0.8709,       121.2575,       350.5863,       205.3772,     86544.8750,       190.5146,       139.6740,    158015.4688,     10922.0000,       301.1679,         0.0000,         0.3611,         0.5097
     36,         0.1087,         0.7889,         0.8976,       120.8430,       350.6091,       205.3087,     86544.5000,       190.2514,       140.2191,    158015.1094,     10922.0000,       301.2008,         0.0000,         0.3622,         0.5354
     37,         0.0532,         0.6925,         0.7457,       120.4298,       350.6322,       205.2402,     86544.1250,       189.9886,       140.7623,    158014.7500,     10922.0000,       301.2330,         0.0000,         0.3615,         0.3842
     38,         0.0056,         0.4840,         0.4896,       120.0180,       350.6546,       205.1717,     86543.7500,       189.7265,       141.3047,    158014.4062,     10922.0000,       301.2657,         0.0000,         0.3570,         0.1326
     39,         0.0187,         0.4551,         0.4738,       119.6077,       350.6770,       205.1033,     86543.3750,       189.4649,       141.8459,    158014.0625,     10922.0000,       301.2985,         0.0000,         0.3558,         0.1180
     40,         0.0102,         0.4454,         0.4556,       119.1987,       350.6995,       205.0352,     86543.0000,       189.2039,       142.3850,    158013.7031,     10922.0000,       301.3313,         0.0000,         0.3552,         0.1004
     41,         0.0155,         0.4232,         0.4388,       118.7912,       350.7221,       204.9671,     86542.6250,       188.9436,       142.9230,    158013.3438,     10922.0000,       301.3646,         0.0000,         0.3521,         0.0867
     42,         0.0378,         0.5313,         0.5692,       118.3851,       350.7451,       204.8990,     86542.2500,       188.6838,       143.4577,    158013.0000,     10922.0000,       301.3976,         0.0000,         0.3541,         0.2151
     43,         0.0896,         0.5434,         0.6330,       117.9803,       350.7685,       204.8309,     86541.8750,       188.4245,       143.9888,    158012.6406,     10922.0000,       301.4304,         0.0000,         0.3564,         0.2766
     44,         0.3485,         0.6440,         0.9925,       117.5769,       350.7931,       204.7626,     86541.5000,       188.1646,       144.5161,    158012.2969,     10922.0000,       301.4631,         0.0000,         0.3598,         0.6327
     45,         0.1497,         0.7668,         0.9165,       117.1749,       350.8185,       204.6937,     86541.1250,       187.9029,       145.0414,    158011.9375,     10922.0000,       301.4961,         0.0000,         0.3567,         0.5599
     46,         0.3155,         0.6665,         0.9820,       116.7743,       350.8444,       204.6249,     86540.7500,       187.6415,       145.5641,    158011.5938,     10922.0000,       301.5289,         0.0000,         0.3577,         0.6243
     47,         0.8580,         0.2003,         1.0583,       116.4478,       350.8704,       204.6289,     86540.3750,       187.3806,       146.0846,    158011.2500,     10922.0000,       301.5617,         0.1458,         0.3579,         0.7004
     48,         0.2317,         0.8401,         1.0719,       116.0497,       350.8967,       204.5600,     86540.0000,       187.1200,       146.6026,    158010.9062,     10922.0000,       301.5945,         0.0000,         0.3588,         0.7131
     49,         0.0314,         0.5231,         0.5545,       115.6529,       350.9233,       204.4912,     86539.6250,       186.8597,       147.1202,    158010.5469,     10922.0000,       301.6274,         0.0000,         0.3549,         0.1996
     50,         0.0120,         0.4921,         0.5042,       115.2575,       350.9494,       204.4223,     86539.2500,       186.5999,       147.6369,    158010.2031,     10922.0000,       301.6606,         0.0000,         0.3545,         0.1497
     51,         0.0398,         0.5356,         0.5754,       114.8634,       350.9766,       204.3537,     86538.8750,       186.3404,       148.1502,    158009.8438,     10922.0000,       301.6936,         0.0000,         0.3548,         0.2207
     52,         0.0794,         0.5298,         0.6092,       114.4707,       351.0039,       204.2852,     86538.5000,       186.0812,       148.6613,    158009.5000,     10922.0000,       301.7265,         0.0000,         0.3552,         0.2540
     53,         0.0751,         0.5263,         0.6014,       114.0793,       351.0310,       204.2167,     86538.1250,       185.8225,       149.1707,    158009.1562,     10922.0000,       301.7596,         0.0000,         0.3558,         0.2456
     54,         0.0245,         0.6968,         0.7212,       113.6893,       351.0587,       204.1483,     86537.7500,       185.5641,       149.6770,    158008.8125,     10922.0000,       301.7926,         0.0000,         0.3566,         0.3646
     55,         0.0209,         0.5366,         0.5575,       113.3006,       351.0863,       204.0798,     86537.3750,       185.3060,       150.1818,    158008.4688,     10922.0000,       301.8256,         0.0000,         0.3605,         0.1970
     56,         0.0053,         0.4391,         0.4444,       112.9132,       351.1135,       204.0113,     86537.0000,       185.0483,       150.6863,    158008.1250,     10922.0000,       301.8590,         0.0000,         0.3599,         0.0845
     57,         0.0085,         0.4123,         0.4209,       112.5271,       351.1404,       203.9428,     86536.6250,       184.7910,       151.1905,    158007.7656,     10922.0000,       301.8926,         0.0000,         0.3574,         0.0635
     58,         0.0538,         0.4871,         0.5409,       112.1424,       351.1682,       203.8743,     86536.2500,       184.5340,       151.6905,    158007.4219,     10922.0000,       301.9256,         0.0000,         0.3608,         0.1801
     59,         0.1232,         0.4693,         0.5925,       111.7590,       351.1964,       203.8058,     86535.8750,       184.2774,       152.1879,    158007.0625,     10922.0000,       301.9581,         0.0000,         0.3624,         0.2301
     60,         0.0598,         0.5092,         0.5690,       111.3769,       351.2249,       203.7374,     86535.5000,       184.0211,       152.6826,    158006.7188,     10922.0000,       301.9906,         0.0000,         0.3633,         0.2057
     61,         0.0099,         0.4441,         0.4540,       110.9960,       351.2533,       203.6689,     86535.1250,       183.7653,       153.1771,    158006.3750,     10922.0000,       302.0233,         0.0000,         0.3602,         0.0938
     62,         0.0503,         0.5394,         0.5897,       110.6165,       351.2827,       203.6004,     86534.7500,       183.5097,       153.6677,    158006.0312,     10922.0000,       302.0556,         0.0000,         0.3629,         0.2268
     63,         0.0684,         0.5587,         0.6271,       110.2383,       351.3128,       203.5319,     86534.3750,       183.2545,       154.1554,    158005.6875,     10922.0000,       302.0878,         0.0000,         0.3645,         0.2626
     64,         0.0742,         0.4927,         0.5669,       109.8614,       351.3423,       203.4634,     86534.0000,       182.9998,       154.6417,    158005.3438,     10922.0000,       302.1203,         0.0000,         0.3647,         0.2022
     65,         0.0592,         0.5482,         0.6074,       109.4858,       351.3727,       203.3950,     86533.6250,       182.7453,       155.1254,    158005.0000,     10922.0000,       302.1525,         0.0000,         0.3648,         0.2427
     66,         0.0834,         0.5078,         0.5912,       109.1115,       351.4030,       203.3266,     86533.2500,       182.4912,       155.6068,    158004.6562,     10922.0000,       302.1848,         0.0000,         0.3664,         0.2248
     67,         0.1595,         0.4640,         0.6235,       108.7384,       351.4334,       203.2585,     86532.8750,       182.2375,       156.0869,    158004.3125,     10922.0000,       302.2173,         0.0000,         0.3650,         0.2585
     68,         0.2320,         0.5638,         0.7958,       108.3666,       351.4648,       203.1904,     86532.5000,       181.9842,       156.5631,    158003.9688,     10922.0000,       302.2495,         0.0000,         0.3681,         0.4276
     69,         0.2791,         0.5119,         0.7909,       107.9961,       351.4964,       203.1223,     86532.1250,       181.7312,       157.0370,    158003.6250,     10922.0000,       302.2816,         0.0000,         0.3688,         0.4221
     70,         0.3049,         0.5555,         0.8604,       107.6269,       351.5283,       203.0542,     86531.7500,       181.4790,       157.5086,    158003.2812,     10922.0000,       302.3137,         0.0000,         0.3687,         0.4917
     71,         0.0517,         0.6421,         0.6937,       107.2589,       351.5607,       202.9861,     86531.3750,       181.2269,       157.9780,    158002.9375,     10922.0000,       302.3458,         0.0000,         0.3694,         0.3243
     72,         0.1132,         0.5113,         0.6245,       106.8922,       351.5929,       202.9180,     86531.0000,       180.9751,       158.4461,    158002.5938,     10922.0000,       302.3780,         0.0000,         0.3681,         0.2564
     73,         0.4958,         0.2956,         0.7914,       106.5267,       351.6252,       202.8500,     86530.6250,       180.7239,       158.9113,    158002.2500,     10922.0000,       302.4102,         0.0000,         0.3697,         0.4217
     74,         0.5535,         0.3682,         0.9217,       106.1625,       351.6581,       202.7822,     86530.2500,       180.4737,       159.3736,    158001.9062,     10922.0000,       302.4423,         0.0000,         0.3702,         0.5515
     75,         0.4835,         0.4368,         0.9203,       105.7995,       351.6911,       202.7142,     86529.8750,       180.2231,       159.8347,    158001.5625,     10922.0000,       302.4745,         0.0000,         0.3698,         0.5505
     76,         0.5905,         0.3859,         0.9765,       105.4378,       351.7246,       202.6461,     86529.5000,       179.9727,       160.2929,    158001.2188,     10922.0000,       302.5066,         0.0000,         0.3709,         0.6055
     77,         0.1729,         0.5445,         0.7174,       105.0773,       351.7582,       202.5779,     86529.1250,       179.7225,       160.7500,    158000.8750,     10922.0000,       302.5387,         0.0000,         0.3669,         0.3505
     78,         0.3274,         0.4946,         0.8220,       104.7180,       351.7916,       202.5098,     86528.7500,       179.4728,       161.2058,    158000.5312,     10922.0000,       302.5710,         0.0000,         0.3648,         0.4572
     79,         0.1130,         0.8009,         0.9139,       104.3600,       351.8259,       202.4417,     86528.3750,       179.2234,       161.6582,    158000.2031,     10922.0000,       302.6032,         0.0000,         0.3687,         0.5453
     80,         0.3102,         0.6235,         0.9337,       104.0032,       351.8604,       202.3736,     86528.0000,       178.9743,       162.1084,    157999.8594,     10922.0000,       302.6353,         0.0000,         0.3671,         0.5665
     81,         0.1250,         0.6431,         0.7681,       103.6476,       351.8947,       202.3057,     86527.6250,       178.7256,       162.5575,    157999.5312,     10922.0000,       302.6676,         0.0000,         0.3617,         0.4065
     82,         0.1225,         0.5097,         0.6322,       103.2932,       351.9295,       202.2380,     86527.2500,       178.4772,       163.0047,    157999.1875,     10922.0000,       302.6996,         0.0000,         0.3623,         0.2699
     83,         0.1855,         0.4193,         0.6048,       102.9400,       351.9636,       202.1702,     86526.8750,       178.2292,       163.4510,    157998.8438,     10922.0000,       302.7321,         0.0000,         0.3670,         0.2378
     84,         0.2066,         0.4192,         0.6258,       102.5881,       351.9978,       202.1025,     86526.5000,       177.9816,       163.8952,    157998.5000,     10922.0000,       302.7644,         0.0000,         0.3684,         0.2573
     85,         0.1757,         0.4425,         0.6182,       102.2373,       352.0325,       202.0347,     86526.1250,       177.7344,       164.3372,    157998.1562,     10922.0000,       302.7967,         0.0000,         0.3688,         0.2494
     86,         0.2152,         0.3975,         0.6126,       101.8878,       352.0672,       201.9670,     86525.7500,       177.4875,       164.7777,    157997.8125,     10922.0000,       302.8291,         0.0000,         0.3690,         0.2436
     87,         0.3304,         0.3460,         0.6764,       101.5394,       352.1021,       201.8992,     86525.3750,       177.2409,       165.2162,    157997.4688,     10922.0000,       302.8615,         0.0000,         0.3699,         0.3066
     88,         0.4461,         0.3012,         0.7474,       101.1922,       352.1373,       201.8315,     86525.0000,       176.9947,       165.6522,    157997.1406,     10922.0000,       302.8938,         0.0000,         0.3712,         0.3762
     89,         0.4993,         0.2653,         0.7647,       100.8463,       352.1731,       201.7637,     86524.6250,       176.7489,       166.0858,    157996.7969,     10922.0000,       302.9259,         0.0000,         0.3715,         0.3931
     90,         0.3345,         0.4873,         0.8219,       100.5014,       352.2097,       201.6960,     86524.2500,       176.5034,       166.5170,    157996.4688,     10922.0000,       302.9581,         0.0000,         0.3724,         0.4495
     91,         0.1761,         0.6694,         0.8455,       100.1578,       352.2466,       201.6282,     86523.8750,       176.2582,       166.9457,    157996.1250,     10922.0000,       302.9903,         0.0000,         0.3733,         0.4723
     92,         0.7405,         0.1708,         0.9113,        99.8154,       352.2838,       201.5605,     86523.5000,       176.0133,       167.3720,    157995.7812,     10922.0000,       303.0220,         0.0000,         0.3736,         0.5376
     93,         0.0598,         0.7742,         0.8340,        99.4741,       352.3212,       201.4927,     86523.1250,       175.7687,       167.7969,    157995.4375,     10922.0000,       303.0535,         0.0000,         0.3690,         0.4649
     94,         0.3486,         0.4851,         0.8338,        99.1340,       352.3591,       201.4250,     86522.7500,       175.5246,       168.2194,    157995.1094,     10922.0000,       303.0847,         0.0000,         0.3654,         0.4684
     95,         0.4527,         0.3488,         0.8016,        98.7951,       352.3966,       201.3572,     86522.3750,       175.2807,       168.6412,    157994.7812,     10922.0000,       303.1162,         0.0000,         0.3632,         0.4384
     96,         0.7085,         0.0889,         0.7974,        98.4573,       352.4343,       201.2897,     86522.0000,       175.0371,       169.0606,    157994.4375,     10922.0000,       303.1475,         0.0000,         0.3643,         0.4331
     97,         0.7132,         0.1576,         0.8708,        98.1207,       352.4723,       201.2223,     86521.6250,       174.7940,       169.4783,    157994.0938,     10922.0000,       303.1790,         0.0000,         0.3640,         0.5068
     98,         1.4752,        -0.3986,         1.0766,        97.9491,       352.5107,       201.3190,     86521.2500,       174.5512,       169.8931,    157993.7500,     10922.0000,       303.2103,         0.3282,         0.3665,         0.7101
     99,         1.2573,        -0.1393,         1.1180,        97.7004,       352.5495,       201.3379,     86520.8750,       174.3088,       170.3061,    157993.4219,     10922.0000,       303.2415,         0.1725,         0.3671,         0.7509
    100,         0.1817,         0.8909,         1.0726,        97.3663,       352.5882,       201.2705,     86520.5000,       174.0666,       170.7174,    157993.0938,     10922.0000,       303.2729,         0.0000,         0.3673,         0.7053
    101,         1.2736,        -0.1842,         1.0894,        97.1312,       352.6275,       201.3010,     86520.1250,       173.8248,       171.1261,    157992.7500,     10922.0000,       303.3040,         0.1957,         0.3694,         0.7200
    102,         1.8701,        -0.6556,         1.2145,        97.1101,       352.6673,       201.5448,     86519.7500,       173.5833,       171.5320,    157992.4062,     10922.0000,       303.3349,         0.6226,         0.3716,         0.8428
    103,         0.5458,         0.4312,         0.9770,        96.7781,       352.7088,       201.4772,     86519.3750,       173.3423,       171.9308,    157992.0938,     10922.0000,       303.3649,         0.0000,         0.3819,         0.5952
    104,         0.4193,         0.4382,         0.8575,        96.4472,       352.7505,       201.4099,     86519.0000,       173.1018,       172.3273,    157991.7500,     10922.0000,       303.3948,         0.0000,         0.3830,         0.4745
    105,         0.2913,         0.5763,         0.8676,        96.1174,       352.7914,       201.3425,     86518.6250,       172.8618,       172.7245,    157991.4062,     10922.0000,       303.4252,         0.0000,         0.3791,         0.4885
    106,         0.1522,         0.6213,         0.7735,        95.7888,       352.8318,       201.2751,     86518.2500,       172.6219,       173.1227,    157991.0781,     10922.0000,       303.4559,         0.0000,         0.3747,         0.3989
    107,         0.2777,         0.4846,         0.7623,        95.4613,       352.8723,       201.2077,     86517.8750,       172.3823,       173.5195,    157990.7500,     10922.0000,       303.4865,         0.0000,         0.3739,         0.3884
    108,         0.1996,         0.5503,         0.7499,        95.1349,       352.9133,       201.1403,     86517.5000,       172.1429,       173.9141,    157990.4062,     10922.0000,       303.5172,         0.0000,         0.3744,         0.3755
    109,         0.4701,         0.3716,         0.8417,        94.8096,       352.9558,       201.0730,     86517.1250,       171.9039,       174.3027,    157990.0781,     10922.0000,       303.5471,         0.0000,         0.3816,         0.4601
    110,         0.4278,         0.4570,         0.8848,        94.4855,       353.0009,       201.0056,     86516.7891,       171.6653,       174.6796,    157989.7812,     10922.0000,       303.5758,         0.0000,         0.3991,         0.4857
    111,         0.6073,         0.3110,         0.9183,        94.1624,       353.0478,       200.9382,     86516.4297,       171.4269,       175.0487,    157989.5312,     10922.0000,       303.6037,         0.0000,         0.4105,         0.5078
    112,         0.3945,         0.6392,         1.0337,        93.8405,       353.0981,       200.8708,     86516.1172,       171.1889,       175.4038,    157989.4062,     10922.0000,       303.6297,         0.0000,         0.4330,         0.6006
    113,         0.4961,         0.4685,         0.9646,        93.5196,       353.1494,       200.8034,     86515.7422,       170.9511,       175.7531,    157989.2500,     10922.0000,       303.6552,         0.0000,         0.4419,         0.5227
    114,         1.4068,        -0.2604,         1.1464,        93.3688,       353.2048,       200.9051,     86515.3672,       170.7137,       176.0863,    157989.1250,     10922.0000,       303.6785,         0.3381,         0.4680,         0.6784
    115,         1.9458,        -0.4931,         1.4527,        93.3866,       353.2681,       201.1752,     86514.9922,       170.4766,       176.3901,    157989.0000,     10922.0000,       303.6978,         0.6749,         0.5237,         0.9290
    116,         0.8180,         0.4511,         1.2690,        93.0711,       353.3354,       201.1116,     86514.6172,       170.2400,       176.6759,    157988.8750,     10922.0000,       303.7147,         0.0076,         0.5626,         0.7064
    117,         0.1120,         0.9223,         1.0343,        92.7529,       353.3950,       201.0442,     86514.2422,       170.0038,       176.9839,    157988.7500,     10922.0000,       303.7351,         0.0000,         0.5242,         0.5100
    118,         1.0747,         0.0940,         1.1688,        92.5190,       353.4554,       201.0602,     86513.8672,       169.7678,       177.2917,    157988.6250,     10922.0000,       303.7556,         0.1667,         0.5136,         0.6552
    119,         1.9587,        -0.4999,         1.4588,        92.5693,       353.5241,       201.3598,     86513.4375,       169.5323,       177.5690,    157988.4531,     10922.0000,       303.7721,         0.7339,         0.5675,         0.8913
    120,         0.3667,         0.9797,         1.3465,        92.2528,       353.5980,       201.2924,     86512.9141,       169.2972,       177.8240,    157988.1875,     10922.0000,       303.7854,         0.0000,         0.6129,         0.7336
    121,         0.1349,         0.8420,         0.9768,        91.9374,       353.6626,       201.2250,     86512.5312,       169.0623,       178.1078,    157988.0625,     10922.0000,       303.8032,         0.0000,         0.5616,         0.4153
    122,         0.5735,         0.4204,         0.9939,        91.6230,       353.7234,       201.1576,     86512.1562,       168.8277,       178.4065,    157987.9375,     10922.0000,       303.8233,         0.0000,         0.5261,         0.4678
    123,         1.3845,        -0.1965,         1.1881,        91.4296,       353.7902,       201.2102,     86511.7266,       168.5935,       178.6839,    157987.7500,     10922.0000,       303.8407,         0.2398,         0.5594,         0.6286
    124,         1.5635,        -0.1649,         1.3986,        91.3539,       353.8644,       201.3800,     86511.2656,       168.3597,       178.9330,    157987.5625,     10922.0000,       303.8542,         0.4744,         0.6104,         0.7882
    125,         0.5748,         0.7713,         1.3461,        91.0416,       353.9433,       201.3126,     86510.7031,       168.1261,       179.1622,    157987.2656,     10922.0000,       303.8651,         0.0000,         0.6498,         0.6964
    126,         1.9495,        -0.4353,         1.5142,        91.0431,       354.0196,       201.5584,     86510.2266,       167.8929,       179.3997,    157987.0625,     10922.0000,       303.8773,         0.6263,         0.6306,         0.8836
    127,         1.8003,        -0.0533,         1.7470,        91.0613,       354.1110,       201.8208,     86509.6172,       167.6600,       179.5829,    157986.7188,     10922.0000,       303.8820,         0.6597,         0.7267,         1.0203
    128,         1.7257,         0.0954,         1.8211,        91.0931,       354.2085,       202.0965,     86508.9844,       167.4274,       179.7410,    157986.3750,     10922.0000,       303.8834,         0.6869,         0.7741,         1.0470
    129,         0.9546,         0.6201,         1.5747,        92.8351,       354.3119,       202.0856,     86508.2344,       167.1951,       179.8774,    157985.9062,       129.0000,       303.8819,         2.1136,         0.8207,         0.7540
    130,         1.7616,         0.1838,         1.9454,        94.9218,       354.4189,       202.4255,     86507.4844,       166.9630,       180.0063,    157985.4688,       129.0000,       303.8786,         2.8153,         0.8451,         1.1003
    131,         2.9359,        -0.7057,         2.2302,        97.1848,       354.5392,       202.9491,     86506.6641,       166.7314,       180.0948,    157984.9375,       129.0000,       303.8686,         3.1829,         0.9404,         1.2898
    132,         1.0519,         0.7107,         1.7626,        98.8669,       354.6664,       202.8985,     86505.7578,       166.5001,       180.1586,    157984.3438,       129.0000,       303.8542,         2.0351,         1.0122,         0.7504
    133,         0.5114,         1.2234,         1.7349,       100.5256,       354.7814,       202.8304,     86504.9453,       166.2690,       180.2635,    157983.8438,       129.0000,       303.8449,         2.0000,         0.9602,         0.7747
    134,         1.2912,         0.5384,         1.8296,       102.3407,       354.8892,       202.9246,     86504.1953,       166.0384,       180.3985,    157983.3906,       129.0000,       303.8392,         2.3245,         0.9167,         0.9129
    135,         1.9012,        -0.0296,         1.8716,       104.2807,       354.9975,       203.1501,     86503.3984,       165.8083,       180.5405,    157982.8906,       129.0000,       303.8336,         2.5869,         0.9135,         0.9581
    136,         2.6472,        -0.5940,         2.0532,       106.3924,       355.1093,       203.5545,     86502.5781,       165.5793,       180.6752,    157982.3750,       129.0000,       303.8260,         2.9444,         0.9371,         1.1161
    137,         2.7636,        -0.5754,         2.1882,       108.5403,       355.2267,       204.0032,     86501.7422,       165.3545,       180.7928,    157981.8438,       129.0000,       303.8148,         3.0311,         0.9736,         1.2146
    138,         2.8475,        -0.6018,         2.2457,       110.7482,       355.3432,       204.4254,     86500.8984,       165.2298,       180.9146,    157981.2969,       129.0000,       303.8028,         3.1662,         0.9717,         1.2739
    139,         3.4514,        -0.8933,         2.5581,       113.0634,       355.4781,       204.5005,     86499.9375,       165.5722,       180.9784,    157980.6562,       129.0000,       303.7812,         3.3961,         1.0778,         1.4803
    140,         3.1549,        -0.3932,         2.7617,       115.5280,       355.6162,       204.6081,     86498.9219,       166.0435,       181.0311,    157979.9688,       129.0000,       303.7566,         3.7110,         1.1115,         1.6502
    141,         1.6978,         0.7172,         2.4149,       117.5973,       355.7608,       204.6365,     86497.8828,       166.1987,       181.0673,    157979.2500,       129.0000,       303.7292,         2.9370,         1.1745,         1.2405
    142,         2.6085,        -0.0654,         2.5431,       119.7286,       355.9114,       204.6757,     86496.8438,       166.3986,       181.0929,    157978.6094,       129.0000,       303.7008,         3.0746,         1.2268,         1.3163
    143,         1.8911,         0.5355,         2.4266,       121.6831,       356.0683,       204.6807,     86495.7656,       166.4616,       181.1005,    157977.9219,       129.0000,       303.6689,         2.7355,         1.2742,         1.1524
    144,         1.2812,         0.7524,         2.0336,       123.2965,       356.2099,       204.6188,     86494.6562,       166.2568,       181.1606,    157977.1406,       129.0000,       303.6436,         2.0655,         1.2007,         0.8329
