 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
     11,         0.0000,         0.2500,         2.9011,         2.9011,         1.2348,        -1.6663,         1.3812,         0.0909,         0.1943,         0.2808,         0.0264,         0.5835,         0.3151,         0.0290,       129.0000,        14.6696,         0.0000,         0.0737,       180.2699,        99.0959,       193.1476,       233.0679,       257.1939,       453.5554,     81872.7891,     72555.6250,         0.8626,         0.9376,         0.9424,       -68.1344,       150.0000,         0.0004,         0.0349,         0.0881,         0.0150,         0.0043,         0.0040,         0.0266,         0.0044,         0.7592,         3.3758,         4.4188,         5.6920,         7.4982,         7.8558,         8.0324,         8.1921,         8.3350,         0.0004
     12,         0.0000,         0.0000,         1.4594,         1.4594,         0.7560,        -0.7034,         0.5504,         0.0267,         0.1262,         0.1775,         0.0159,         0.3536,         0.1915,         0.0176,       129.0000,        14.6696,         0.0000,         0.0737,       163.9584,        96.9650,       184.3564,       248.5762,       258.1186,       452.8222,     81864.5547,     72557.1094,         0.8858,         0.9457,         0.9472,       -64.0283,       150.0000,         0.1000,         0.0175,         0.0461,         0.0074,         0.0034,         0.0029,         0.0113,         0.0060,         1.5073,         4.1286,         5.6175,         6.6012,         7.3759,         7.5824,         7.6923,         7.8020,         7.9088,         0.0000
     13,         0.0000,         0.0000,         1.1727,         1.1727,         0.9045,        -0.2681,         0.2029,         0.0105,         0.0548,         0.2275,         0.0190,         0.4134,         0.2241,         0.0206,       129.0000,        16.3324,         0.0000,         0.0822,       143.7231,        94.0293,       172.6024,       268.4128,       259.5627,       452.5916,     81855.1797,     72557.1094,         0.8540,         0.9472,         0.9480,       -67.5481,       150.0000,         0.2191,         0.0155,         0.0499,         0.0092,         0.0053,         0.0012,         0.0091,         0.0045,         1.8719,         4.1397,         6.2415,         7.1936,         7.6514,         7.7392,         7.7907,         7.8506,         7.9157,         0.0000
     14,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     15,         0.0000,         0.0000,         0.5650,         0.5650,         0.5650,         0.0000,         0.0000,         0.0000,         0.0000,         0.1492,         0.0118,         0.2538,         0.1375,         0.0127,       129.0000,        16.3324,         0.0000,         0.0822,       132.4518,        92.2034,       165.5000,       278.8469,       260.4645,       452.7408,     81849.3672,     72557.1094,         0.9461,         0.9458,         0.9471,       -55.5586,       150.0000,         0.4041,         0.0083,         0.0271,         0.0037,         0.0025,         0.0000,         0.0058,         0.0064,         1.8501,         4.2000,         6.3026,         7.3177,         7.8033,         7.8796,         7.9215,         7.9713,         8.0262,         0.0000
     16,         0.0000,         0.0211,         0.7061,         0.7061,         0.5820,        -0.1241,         0.0926,         0.0064,         0.0251,         0.1582,         0.0121,         0.2587,         0.1401,         0.0129,       129.0000,        16.3324,         0.0000,         0.0822,       122.6221,        90.4819,       158.9719,       287.6305,       261.3427,       453.0879,     81843.5547,     72557.1094,         0.9528,         0.9416,         0.9446,        12.3392,       150.0000,         0.2173,         0.0200,         0.0357,         0.0013,         0.0140,         0.0000,         0.0059,         0.0311,         1.8639,         4.1963,         6.3001,         7.4018,         7.9315,         8.0119,         8.0535,         8.1028,         8.1575,         0.0000
     17,         0.0000,         1.8547,         1.2425,         1.2425,         0.7035,        -0.5390,         0.4402,         0.0234,         0.0753,         0.1982,         0.0148,         0.3083,         0.1668,         0.0154,        94.0000,        16.3324,         0.0000,         0.0822,       157.7323,        89.0845,       153.8728,       295.0622,       262.0583,       453.7640,     81835.7812,     72558.6797,         0.9527,         0.9378,         0.9417,       -23.3586,       150.0000,         0.0000,         0.0331,         0.0516,         0.0025,         0.0220,         0.0016,         0.0096,         0.0355,         1.6167,         4.1877,         6.0920,         7.3080,         8.0420,         8.1455,         8.1960,         8.2498,         8.3082,         0.0000
     18,         0.0000,         0.4733,         3.1841,         3.1841,         1.6512,        -1.5330,         1.2705,         0.0863,         0.1761,         0.4724,         0.0353,         0.7197,         0.3881,         0.0358,        94.0000,        16.3324,         0.0000,         0.0822,       158.9941,        90.1261,       158.5238,       288.3929,       261.6025,       455.6775,     81812.1875,     72567.7031,         0.9525,         0.9322,         0.9384,        10.8326,       150.0000,         0.0000,         0.0834,         0.1410,         0.0107,         0.0418,         0.0060,         0.0356,         0.1088,         0.9895,         3.3089,         4.6204,         6.2912,         8.1826,         8.4591,         8.5929,         8.6951,         8.7749,         0.0000
     19,         0.0000,         1.3719,         5.0613,         5.0613,         2.7058,        -2.3555,         1.8686,         0.1696,         0.3173,         0.7463,         0.0585,         1.1985,         0.6432,         0.0593,        94.0000,        16.3324,         0.0000,         0.0822,       172.4442,        93.6738,       172.9694,       266.8626,       259.8493,       457.4916,     81773.2031,     72583.1484,         0.9526,         0.9339,         0.9391,         4.1680,       150.0000,         0.0000,         0.1581,         0.2871,         0.0221,         0.0886,         0.0200,         0.0494,         0.2363,         1.7846,         3.9812,         4.9334,         6.3356,         8.5004,         8.8699,         9.0549,         9.2053,         9.3274,         0.0000
     20,         0.0000,         2.0551,         6.5335,         6.5335,         3.5101,        -3.0234,         2.3292,         0.2338,         0.4603,         0.8957,         0.0767,         1.6010,         0.8576,         0.0791,        94.0000,        16.3324,         0.0000,         0.0822,       190.0451,        98.2319,       191.0798,       238.1172,       257.0664,       456.7226,     81720.2422,     72598.3906,         0.9527,         0.9356,         0.9402,       -45.3531,       150.0000,         0.0000,         0.1854,         0.3782,         0.0498,         0.0833,         0.0368,         0.0653,         0.0573,         2.0524,         4.8100,         5.5859,         6.6205,         8.9769,         9.3529,         9.5363,         9.6946,         9.8301,         0.0000
     21,         0.0000,         0.9855,         5.5237,         5.5237,         2.7514,        -2.7722,         2.2766,         0.2024,         0.2932,         0.6466,         0.0599,         1.2882,         0.6927,         0.0640,        94.0000,        16.3324,         0.0000,         0.0822,       199.5000,       101.3429,       203.0758,       225.1785,       255.2692,       453.9043,     81677.2734,     72612.9609,         0.7586,         0.9248,         0.9384,       -85.4084,       150.0000,         0.0000,         0.1312,         0.2603,         0.0453,         0.0327,         0.0406,         0.0579,         0.0037,         1.4025,         4.2120,         5.0104,         6.1557,         8.6243,         9.0238,         9.2143,         9.3819,         9.5292,         0.0000
     22,         0.0000,         0.1789,         3.6055,         3.6055,         1.4809,        -2.1246,         1.7701,         0.1324,         0.2221,         0.3333,         0.0314,         0.7018,         0.3793,         0.0351,        94.0000,        16.3324,         0.0000,         0.0822,       195.0915,       101.9878,       205.1277,       230.0661,       254.9418,       451.9190,     81653.5703,     72622.0312,         0.7105,         0.7206,         0.8918,      -141.9171,       150.0000,         0.0000,         0.0399,         0.0923,         0.0389,         0.0024,         0.0093,         0.0282,         0.0116,         0.0373,         2.5607,         4.0787,         5.4582,         7.7375,         8.1478,         8.3511,         8.5276,         8.6791,         0.0050
     23,         0.0000,         0.0000,         2.3371,         2.3371,         0.9450,        -1.3921,         1.1562,         0.0649,         0.1710,         0.2183,         0.0197,         0.4441,         0.2407,         0.0223,        94.0000,        16.3324,         0.0000,         0.0822,       180.5351,       100.3813,       198.2248,       241.0325,       255.3400,       450.9030,     81639.3359,     72627.8125,         0.7641,         0.9369,         0.9448,       -82.2159,       150.0000,         0.0209,         0.0242,         0.0553,         0.0181,         0.0018,         0.0052,         0.0171,         0.0036,         0.5923,         2.8736,         4.1138,         5.5924,         7.3433,         7.6994,         7.8779,         8.0288,         8.1538,         0.0041
     24,         0.0000,         0.0000,         1.4935,         1.4935,         0.8076,        -0.6859,         0.5275,         0.0257,         0.1327,         0.1947,         0.0167,         0.3742,         0.2032,         0.0188,        94.0000,        16.3324,         0.0000,         0.0822,       164.1997,        98.0992,       188.6930,       256.3033,       256.3383,       450.3589,     81629.1406,     72631.2578,         0.9458,         0.9429,         0.9457,       -52.0101,       150.0000,         0.0347,         0.0277,         0.0562,         0.0071,         0.0092,         0.0071,         0.0114,         0.0081,         1.3501,         3.3740,         5.2150,         6.5025,         7.3685,         7.5922,         7.7096,         7.8154,         7.9105,         0.0000
     25,         0.0000,         0.0000,         1.0738,         1.0738,         0.9455,        -0.1283,         0.0966,         0.0050,         0.0266,         0.2436,         0.0196,         0.4282,         0.2326,         0.0215,        94.0000,        15.1290,         0.0000,         0.0760,       143.9345,        94.9888,       176.1041,       276.0444,       257.8869,       450.3839,     81619.7656,     72631.2578,         0.9530,         0.9469,         0.9478,       -45.8970,       150.0000,         0.2321,         0.0214,         0.0576,         0.0079,         0.0115,         0.0015,         0.0084,         0.0104,         1.7778,         3.7826,         5.8212,         7.1160,         7.6771,         7.7818,         7.8391,         7.8996,         7.9617,         0.0000
     26,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     27,         0.0000,         0.0000,         0.5769,         0.5769,         0.5769,         0.0000,         0.0000,         0.0000,         0.0000,         0.1558,         0.0119,         0.2568,         0.1394,         0.0129,        94.0000,        15.1290,         0.0000,         0.0760,       132.6467,        93.1175,       168.7534,       286.3438,       258.8175,       450.6980,     81613.9531,     72631.2578,         0.8958,         0.9427,         0.9453,       -61.9684,       150.0000,         0.4258,         0.0088,         0.0287,         0.0042,         0.0033,         0.0000,         0.0056,         0.0048,         1.8477,         3.9148,         5.7521,         7.2020,         7.8121,         7.9049,         7.9514,         8.0020,         8.0554,         0.0000
     28,         0.0000,         0.0000,         0.5774,         0.5774,         0.5750,        -0.0024,         0.0018,         0.0001,         0.0005,         0.1595,         0.0119,         0.2535,         0.1375,         0.0127,        94.0000,        15.1290,         0.0000,         0.0760,       122.2445,        91.3130,       161.8234,       295.1308,       259.6969,       451.1747,     81608.1406,     72631.2578,         0.9528,         0.9396,         0.9433,       -28.5698,       150.0000,         0.4547,         0.0092,         0.0280,         0.0049,         0.0036,         0.0000,         0.0056,         0.0095,         1.8539,         3.9483,         5.7470,         7.2306,         7.8952,         7.9959,         8.0436,         8.0933,         8.1447,         0.0000
     29,         0.0000,         0.0000,         0.6168,         0.6168,         0.5843,        -0.0325,         0.0234,         0.0016,         0.0076,         0.1655,         0.0120,         0.2556,         0.1385,         0.0128,        94.0000,        15.1290,         0.0000,         0.0760,       112.8068,        89.5258,       155.1201,       302.4743,       260.5626,       451.8036,     81602.3281,     72631.2578,         0.9527,         0.9375,         0.9418,        26.6650,       150.0000,         0.0000,         0.0226,         0.0392,         0.0014,         0.0168,         0.0000,         0.0057,         0.0219,         1.8283,         3.9006,         5.6616,         7.2758,         7.9830,         8.0943,         8.1466,         8.1988,         8.2519,         0.0000
     30,         0.0000,         1.3889,         1.7299,         1.7299,         1.0157,        -0.7143,         0.5881,         0.0424,         0.0838,         0.3000,         0.0215,         0.4365,         0.2359,         0.0218,       136.0000,        15.1290,         0.0000,         0.0760,       140.6794,        89.4382,       155.3033,       302.6434,       260.9001,       453.3667,     81589.2031,     72635.3906,         0.9527,         0.9356,         0.9407,       -27.4090,       150.0000,         0.0000,         0.0458,         0.0775,         0.0071,         0.0254,         0.0026,         0.0178,         0.0367,         1.0740,         3.6833,         5.2309,         6.8534,         8.1232,         8.2837,         8.3558,         8.4262,         8.4997,         0.0000
     31,         0.0000,         1.4539,         3.8727,         3.8727,         2.2236,        -1.6491,         1.3547,         0.1032,         0.1912,         0.6456,         0.0475,         0.9643,         0.5182,         0.0480,       136.0000,        15.1290,         0.0000,         0.0760,       166.5562,        92.0057,       165.9813,       286.1564,       259.7609,       456.2694,     81557.5547,     72648.1172,         0.9525,         0.9326,         0.9385,       -46.6803,       150.0000,         0.0000,         0.1178,         0.2147,         0.0192,         0.0669,         0.0102,         0.0407,         0.0428,         1.5909,         3.7230,         4.8068,         6.3733,         8.3996,         8.7190,         8.8738,         8.9983,         9.1005,         0.0000
     32,         0.0000,         1.4902,         5.4671,         5.4671,         3.0633,        -2.4038,         1.8932,         0.1695,         0.3411,         0.8278,         0.0657,         1.3699,         0.7320,         0.0678,       136.0000,        15.1290,         0.0000,         0.0760,       179.3304,        95.5282,       180.1221,       259.7159,       257.5183,       457.5446,     81511.5469,     72662.3125,         0.9064,         0.9327,         0.9385,       -62.9455,       150.0000,         0.0000,         0.2041,         0.3461,         0.0203,         0.1183,         0.0248,         0.0610,         0.0159,         1.5528,         4.3563,         5.2399,         6.4240,         8.6993,         9.0801,         9.2737,         9.4360,         9.5696,         0.0000
     33,         0.0000,         1.4047,         5.4322,         5.4322,         2.6464,        -2.7857,         2.2252,         0.2082,         0.3524,         0.6709,         0.0569,         1.2115,         0.6472,         0.0600,       136.0000,        15.1290,         0.0000,         0.0760,       191.5410,        99.1010,       194.2015,       244.2449,       255.8469,       456.7306,     81471.3594,     72677.4453,         0.9526,         0.9351,         0.9403,       -47.4739,       150.0000,         0.0000,         0.0859,         0.2291,         0.0419,         0.0199,         0.0161,         0.0498,         0.0408,         1.6528,         4.2118,         5.0755,         6.2590,         8.5763,         8.9749,         9.1729,         9.3432,         9.4886,         0.0000
     34,         0.0000,         0.7325,         4.1167,         4.1167,         2.1110,        -2.0057,         1.6793,         0.1209,         0.2055,         0.5072,         0.0448,         0.9834,         0.5267,         0.0488,       136.0000,        15.1290,         0.0000,         0.0760,       193.6301,       100.7059,       200.1443,       239.7042,       254.9604,       454.9208,     81439.3438,     72691.3750,         0.9528,         0.9394,         0.9427,       -37.7572,       150.0000,         0.0000,         0.0900,         0.1798,         0.0353,         0.0144,         0.0298,         0.0458,         0.0288,         1.0181,         3.6349,         4.5415,         5.8322,         8.1307,         8.5381,         8.7428,         8.9188,         9.0679,         0.0000
     35,         0.0000,         0.0856,         2.3178,         2.3178,         1.1482,        -1.1695,         0.9569,         0.0485,         0.1642,         0.2721,         0.0238,         0.5370,         0.2885,         0.0268,       136.0000,        15.1290,         0.0000,         0.0760,       180.8370,        99.2057,       193.6813,       248.1874,       255.2948,       453.7512,     81421.4219,     72698.2812,         0.9529,         0.9439,         0.9459,       -38.1796,       150.0000,         0.0618,         0.0765,         0.1092,         0.0038,         0.0356,         0.0104,         0.0306,         0.0138,         0.8355,         3.3361,         4.4566,         5.8302,         7.5906,         7.9495,         8.1332,         8.2955,         8.4360,         0.0000
     36,         0.0000,         0.0000,         1.1804,         1.1804,         0.7610,        -0.4194,         0.3291,         0.0158,         0.0745,         0.1867,         0.0156,         0.3519,         0.1893,         0.0176,       136.0000,        15.1290,         0.0000,         0.0760,       164.4743,        96.9140,       184.2199,       263.8823,       256.3670,       453.2720,     81412.0312,     72700.9219,         0.9513,         0.9476,         0.9482,       -49.7027,       150.0000,         0.1720,         0.0245,         0.0504,         0.0077,         0.0078,         0.0074,         0.0094,         0.0036,         1.5979,         3.7393,         5.5632,         6.7104,         7.4722,         7.6816,         7.7962,         7.9044,         8.0039,         0.0000
     37,         0.0000,         0.0000,         0.9651,         0.9651,         0.9040,        -0.0612,         0.0463,         0.0024,         0.0125,         0.2365,         0.0185,         0.4087,         0.2200,         0.0204,       136.0000,        14.6869,         0.0000,         0.0738,       144.1753,        93.8498,       171.9641,       283.8363,       257.9493,       453.3340,     81401.7969,     72700.9219,         0.9315,         0.9465,         0.9476,       -54.0876,       150.0000,         0.2257,         0.0138,         0.0434,         0.0050,         0.0041,         0.0009,         0.0088,         0.0037,         1.7658,         3.9524,         5.9950,         7.1882,         7.7244,         7.8315,         7.8917,         7.9495,         8.0043,         0.0000
     38,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     39,         0.0000,         0.0000,         0.5576,         0.5576,         0.5576,        -0.0000,         0.0000,         0.0000,         0.0000,         0.1530,         0.0114,         0.2476,         0.1332,         0.0124,       136.0000,        14.6869,         0.0000,         0.0738,       132.8686,        92.0060,       164.8055,       294.1717,       258.8910,       453.6599,     81395.9219,     72700.9219,         0.9529,         0.9458,         0.9471,       -49.8240,        31.2500,         0.4757,         0.0071,         0.0219,         0.0023,         0.0017,         0.0000,         0.0054,         0.0033,         1.5494,         3.9518,         5.9442,         7.2835,         7.8573,         7.9530,         8.0030,         8.0521,         8.1000,         0.0000
     40,         0.0000,         0.0000,         0.5885,         0.5885,         0.5852,        -0.0033,         0.0024,         0.0001,         0.0007,         0.1652,         0.0120,         0.2571,         0.1382,         0.0128,       136.0000,        14.6869,         0.0000,         0.0738,       122.4491,        90.1785,       157.8710,       302.7122,       259.7881,       454.1888,     81390.1094,     72700.9219,         0.9529,         0.9422,         0.9448,       -42.6717,        93.7500,         0.6507,         0.0080,         0.0246,         0.0032,         0.0027,         0.0000,         0.0053,         0.0065,         1.6782,         3.9380,         5.8627,         7.3113,         7.9466,         8.0453,         8.0935,         8.1423,         8.1922,         0.0000
     41,         0.0000,         0.0000,         0.6735,         0.6735,         0.6008,        -0.0727,         0.0527,         0.0035,         0.0165,         0.1732,         0.0123,         0.2618,         0.1405,         0.0130,       136.0000,        14.6869,         0.0000,         0.0738,       112.8791,        88.3905,       151.2417,       309.4834,       260.6232,       454.9016,     81384.2969,     72700.9219,         0.9529,         0.9415,         0.9443,        18.3691,       150.0000,         0.0577,         0.0187,         0.0343,         0.0017,         0.0131,         0.0000,         0.0056,         0.0347,         1.8501,         3.9416,         5.7404,         7.3298,         8.0243,         8.1297,         8.1796,         8.2331,         8.2905,         0.0000
     42,         0.0000,         1.2208,         2.2158,         2.2158,         1.2938,        -0.9220,         0.7309,         0.0583,         0.1327,         0.3865,         0.0273,         0.5554,         0.2971,         0.0276,       141.0000,        14.6869,         0.0000,         0.0738,       136.1158,        88.9825,       154.2155,       304.0304,       260.5972,       456.9966,     81367.1094,     72708.1875,         0.9527,         0.9358,         0.9407,        17.7307,       150.0000,         0.0000,         0.0765,         0.1085,         0.0070,         0.0373,         0.0167,         0.0225,         0.1448,         1.2633,         3.8066,         5.2231,         6.7906,         8.2347,         8.4363,         8.5364,         8.6135,         8.6920,         0.0000
     43,         0.0000,         2.1456,         4.8595,         4.8595,         2.7898,        -2.0697,         1.6222,         0.1389,         0.3086,         0.7912,         0.0588,         1.2268,         0.6523,         0.0606,       141.0000,        14.6869,         0.0000,         0.0738,       170.5732,        91.8827,       166.2026,       278.3883,       258.7407,       459.5300,     81326.1484,     72722.6953,         0.9524,         0.9321,         0.9381,         9.5066,       150.0000,         0.0000,         0.2727,         0.3342,         0.0017,         0.1390,         0.0784,         0.0552,         0.2281,         2.1102,         4.3998,         5.3383,         6.5644,         8.6404,         8.9738,         9.1392,         9.2636,         9.3789,         0.0000
     44,         0.0000,         0.8570,         6.1566,         6.1566,         3.6305,        -2.5261,         2.0927,         0.1869,         0.2465,         0.9371,         0.0770,         1.6563,         0.8784,         0.0817,       141.0000,        14.6869,         0.0000,         0.0738,       183.0055,        95.3916,       180.2981,       245.8176,       255.8401,       458.7047,     81271.3828,     72738.5547,         0.8528,         0.9320,         0.9381,       -71.1240,       150.0000,         0.0000,         0.3015,         0.4308,         0.0456,         0.0996,         0.1303,         0.0716,         0.0142,         2.1697,         5.1172,         5.8668,         6.7479,         9.1302,         9.4621,         9.6037,         9.7219,         9.8287,         0.0000
